FRAME_COUNT,ACCURACY
147,0.97960806
148,0.9899496
149,0.9890442
150,0.9799707
151,0.9897886
152,0.9891172
153,0.94536483
154,0.98912257
155,0.95930105
156,0.968048
157,0.9968009
158,0.96538794
159,0.98775303
160,0.97910863
161,0.96473396
162,0.9906669
163,0.97539127
164,0.9906572
165,0.99186146
166,0.9562951
167,0.9871154
168,0.99318874
169,0.988927
170,0.98874474
171,0.98549545
172,0.98510695
173,0.98427594
174,0.9980866
175,0.97861344
176,0.99705863
177,0.9812634
178,0.9928726
179,0.9950724
180,0.99460006
181,0.9911758
182,0.98623997
183,0.97595835
184,0.9818918
185,0.98605496
186,0.9946045
187,0.9948403
188,0.9973109
189,0.99298507
190,0.99319154
191,0.9788132
192,0.9903921
193,0.9874248
194,0.99701995
195,0.9867115
196,0.98419225
197,0.9905019
198,0.98871183
199,0.9813002
200,0.988868
201,0.9736491
202,0.9905263
203,0.9859196
204,0.9940398
205,0.99369615
206,0.9912717
207,0.9890878
208,0.9429846
209,0.9570626
210,0.9940639
211,0.98835844
212,0.98860556
213,0.9920874
214,0.9916946
215,0.9911203
216,0.92573494
217,0.9932422
218,0.9972312
219,0.98764426
220,0.9717656
221,0.9867128
222,0.99359834
223,0.9896836
224,0.96837986
225,0.99625224
226,0.9573936
227,0.92048043
228,0.991214
229,0.9820579
230,0.96465844
231,0.9887433
232,0.98967874
233,0.9923848
234,0.99022114
235,0.9782211
236,0.98972183
237,0.9542736
238,0.98548996
239,0.9856775
240,0.9827816
241,0.98482406
242,0.96191186
243,0.9842116
244,0.9735135
245,0.9905476
246,0.98148084
247,0.9857355
248,0.96926886
249,0.9654125
250,0.97955966
251,0.9139352
252,0.9633399
253,0.8770671
254,0.9797577
255,0.9927771
256,0.9962469
257,0.9928092
258,0.9833872
259,0.9885748
260,0.85973984
261,0.9759563
262,0.991748
263,0.9802445
264,0.9902201
265,0.9945385
266,0.9975962
267,0.996221
268,0.9989856
269,0.99888295
270,0.999253
271,0.9977481
272,0.9979488
273,0.99875736
274,0.9989969
275,0.99857664
276,0.99893266
277,0.99919385
278,0.99885464
279,0.99952567
280,0.99952817
281,0.99957293
282,0.999292
283,0.99818724
284,0.9994605
285,0.9993709
286,0.99969995
287,0.99917966
288,0.9996921
289,0.99966836
290,0.999684
291,0.9993462
292,0.9997435
293,0.9995432
294,0.9990983
295,0.9993005
296,0.999159
297,0.9993913
298,0.99932325
299,0.9995253
300,0.99932826
301,0.998798
302,0.9996172
303,0.9994265
304,0.999453
305,0.9993187
306,0.9997044
307,0.9997298
308,0.99961674
309,0.9994566
310,0.9995468
311,0.99926513
312,0.998684
313,0.9991315
314,0.9988047
315,0.9988613
316,0.9986773
317,0.9983912
318,0.99916625
319,0.99911636
320,0.9984647
321,0.9995715
322,0.99928755
323,0.99939144
324,0.9992861
325,0.99867874
326,0.99954337
327,0.9994673
328,0.9996126
329,0.9993368
330,0.9995957
331,0.9992919
332,0.99934
333,0.99951875
334,0.99900526
335,0.9991572
336,0.9994704
337,0.99944144
338,0.9992894
339,0.99759835
340,0.9986076
341,0.99928916
342,0.9990128
343,0.99331516
344,0.9852308
345,0.94316125
346,0.98039925
347,0.9775015
348,0.97984
349,0.9595791
350,0.987445
351,0.97199655
352,0.9207159
353,0.96905005
354,0.9630251
355,0.96796674
356,0.9608696
357,0.9521744
358,0.9645859
359,0.9610451
360,0.9527295
361,0.96193886
362,0.92544806
363,0.9318479
364,0.979981
365,0.96781623
366,0.9572009
367,0.97210985
368,0.953644
369,0.9593154
370,0.9196236
371,0.957066
372,0.9833107
373,0.968519
374,0.979456
375,0.97209215
376,0.9763066
377,0.95773214
378,0.94272655
379,0.9741988
380,0.97249615
381,0.9332202
382,0.95465827
383,0.9654134
384,0.9798923
385,0.95897764
386,0.9859174
387,0.97044265
388,0.94842625
389,0.96904683
390,0.974226
391,0.98355365
392,0.9865117
393,0.9716081
394,0.9948285
395,0.9480717
396,0.943748
397,0.9392485
398,0.9524476
399,0.9755974
400,0.9584895
401,0.98832476
402,0.9780912
403,0.97828776
404,0.97203773
405,0.98068285
406,0.96425945
407,0.977639
408,0.9544255
409,0.96655256
410,0.93764174
411,0.9801577
412,0.98062104
413,0.9738003
414,0.97907215
415,0.9870663
416,0.9758655
417,0.97098756
418,0.9881837
419,0.9685948
420,0.9698391
421,0.9807124
422,0.9912512
423,0.9873834
424,0.9815388
425,0.98351985
426,0.98566276
427,0.91712993
428,0.9461825
429,0.9281038
430,0.95463014
431,0.922051
432,0.8939104
433,0.9778065
434,0.98950535
435,0.99249345
436,0.98504424
437,0.9900765
438,0.99483585
439,0.9932714
440,0.99742955
441,0.99647504
442,0.99505275
443,0.9966775
444,0.99698085
445,0.9918984
446,0.9960747
447,0.9955914
448,0.9959453
449,0.99713373
450,0.99730873
451,0.99577063
452,0.99393696
453,0.99574727
454,0.9963413
455,0.9958982
456,0.99461913
457,0.99697053
458,0.99642485
459,0.99766207
460,0.99693716
461,0.99641246
462,0.9976908
463,0.99670404
464,0.9963683
465,0.99381435
466,0.9968342
467,0.99664646
468,0.99750084
469,0.9972826
470,0.99547666
471,0.9978357
472,0.9957684
473,0.99684453
474,0.99647945
475,0.99800354
476,0.9964089
477,0.99423873
478,0.99461406
479,0.99664944
480,0.9966524
481,0.99694794
482,0.9980804
483,0.99589694
484,0.9941356
485,0.99766314
486,0.9966607
487,0.99614537
488,0.997592
489,0.9969759
490,0.99489486
491,0.9956304
492,0.9960627
493,0.9954857
494,0.99599326
495,0.9965113
496,0.99236554
497,0.9963915
498,0.9950067
499,0.99444973
500,0.9958544
501,0.99583864
502,0.9952165
503,0.99639964
504,0.9964941
505,0.99576735
506,0.9945973
507,0.9963561
508,0.9944354
509,0.9940228
510,0.9839797
511,0.9921085
512,0.98198706
513,0.9823695
514,0.9737284
515,0.887075
516,0.93275005
517,0.94950134
518,0.94448894
519,0.96161413
520,0.9826231
521,0.9898017
522,0.99418336
523,0.9945286
524,0.9934587
525,0.98929286
526,0.9910619
527,0.99501085
528,0.9871018
529,0.9868895
530,0.99180216
531,0.98744243
532,0.98730916
533,0.99127203
534,0.9878919
535,0.97654754
536,0.9923253
537,0.9917174
538,0.99561054
539,0.9954984
540,0.9903257
541,0.9925478
542,0.98600996
543,0.98618305
544,0.99111056
545,0.9873259
546,0.98696625
547,0.9867137
548,0.991527
549,0.9917625
550,0.9959971
551,0.9942608
552,0.9945314
553,0.993266
554,0.9890354
555,0.9893287
556,0.99219257
557,0.99142754
558,0.99633175
559,0.994249
560,0.97901946
561,0.9861162
562,0.99141276
563,0.99531424
564,0.99585766
565,0.9945687
566,0.99072295
567,0.99573576
568,0.99273795
569,0.99281937
570,0.99330103
571,0.9949168
572,0.9929189
573,0.9928848
574,0.9962924
575,0.99638176
576,0.9961707
577,0.99647236
578,0.9960641
579,0.9971361
580,0.9938362
581,0.99374384
582,0.96778697
583,0.873504
584,0.9432854
585,0.9810354
586,0.9996289
587,0.99903166
588,0.999186
589,0.99914825
590,0.9995364
591,0.99937433
592,0.99955016
593,0.9994886
594,0.9995227
595,0.9990239
596,0.9995807
597,0.9994634
598,0.99952936
599,0.99941313
600,0.99912876
601,0.9996125
602,0.9992605
603,0.9995832
604,0.9992879
605,0.99942315
606,0.9995993
607,0.99952245
608,0.9995078
609,0.9993217
610,0.9995433
611,0.9995221
612,0.99947053
613,0.9996381
614,0.9995017
615,0.9996588
616,0.9995264
617,0.9993255
618,0.9993488
619,0.9994536
620,0.99921656
621,0.9992403
622,0.99824584
623,0.9984212
624,0.99858934
625,0.9981616
626,0.99876475
627,0.99901056
628,0.9978801
629,0.9981342
630,0.9987587
631,0.9987929
632,0.99850935
633,0.9985447
634,0.9983183
635,0.9990221
636,0.9990048
637,0.99891484
638,0.99867177
639,0.99877924
640,0.9987147
641,0.99839264
642,0.9987991
643,0.9986615
644,0.9989442
645,0.99857116
646,0.99872285
647,0.9991696
648,0.9986449
649,0.9991447
650,0.998771
651,0.99845743
652,0.99883074
653,0.9977882
654,0.9992986
655,0.99891496
656,0.99885976
657,0.9977342
658,0.998495
659,0.9973851
660,0.9989409
661,0.998069
662,0.9982828
663,0.9974401
664,0.9984511
665,0.99845123
666,0.9989029
667,0.99934536
668,0.9995577
669,0.9993544
670,0.9991912
671,0.9992648
672,0.99934167
673,0.9994611
674,0.99952626
675,0.9994019
676,0.999506
677,0.9996055
678,0.99868304
679,0.99945444
680,0.9994923
681,0.99941266
682,0.99934596
683,0.99902725
684,0.9994332
685,0.99944645
686,0.99950504
687,0.99958104
688,0.99929833
689,0.99924785
690,0.9996044
691,0.999329
692,0.9993568
693,0.99900836
694,0.99951303
695,0.9993086
696,0.9993352
697,0.9994748
698,0.99912626
699,0.99934334
700,0.99939656
701,0.99820364
702,0.9983152
703,0.9986053
704,0.9952099
705,0.987035
706,0.9947929
707,0.99698764
708,0.9839557
709,0.88051933
710,0.99245185
711,0.9969502
712,0.9918934
713,0.99025625
714,0.9959966
715,0.99303037
716,0.9960789
717,0.98714334
718,0.9885152
719,0.9920564
720,0.98163396
721,0.976756
722,0.98383373
723,0.9935376
724,0.9902111
725,0.99043876
726,0.9928349
727,0.98819643
728,0.99704653
729,0.9860736
730,0.97651505
731,0.99488527
732,0.9885797
733,0.98791623
734,0.9795607
735,0.99681395
736,0.98899555
737,0.99393797
738,0.9796705
739,0.98877954
740,0.99258584
741,0.98261744
742,0.9977342
743,0.9654027
744,0.9966619
745,0.9962058
746,0.99306667
747,0.99422014
748,0.9891207
749,0.991115
750,0.99585813
751,0.995411
752,0.9938589
753,0.99708766
754,0.994686
755,0.99486697
756,0.9814714
757,0.9966426
758,0.99735034
759,0.98444116
760,0.9950729
761,0.99285465
762,0.9846384
763,0.9779472
764,0.9934981
765,0.9971208
766,0.9937914
767,0.9883692
768,0.97263825
769,0.9962441
770,0.9824249
771,0.9969902
772,0.98861814
773,0.99019367
774,0.9827095
775,0.9830095
776,0.96350205
777,0.99730265
778,0.99462706
779,0.99652976
780,0.99178517
781,0.9872399
782,0.9949706
783,0.9661797
784,0.9955902
785,0.99566096
786,0.9926018
787,0.9645487
788,0.9767198
789,0.982546
790,0.98816526
791,0.98674333
792,0.98605263
793,0.992581
794,0.9907951
795,0.97094595
796,0.99594986
797,0.95666164
798,0.99543816
799,0.94665486
800,0.99450606
801,0.9912957
802,0.9882075
803,0.9533326
804,0.9695406
805,0.98816645
806,0.98342943
807,0.9942029
808,0.99663144
809,0.99522406
810,0.9797782
811,0.97880805
812,0.99521977
813,0.99422437
814,0.98861396
815,0.97730994
816,0.9918305
817,0.98987156
818,0.98218703
819,0.97284275
820,0.9922908
821,0.98183846
822,0.9809215
823,0.9736583
824,0.98615557
825,0.98908067
826,0.9914587
827,0.9784138
828,0.99086386
829,0.9953513
830,0.9922827
831,0.98826516
832,0.9789458
833,0.9929529
834,0.90307134
835,0.98527575
836,0.9930648
837,0.99334586
838,0.99497026
839,0.99115515
840,0.9966511
841,0.99043906
842,0.99412704
843,0.9963567
844,0.9867502
845,0.9520653
846,0.9816166
847,0.97833645
848,0.98328537
849,0.9861384
850,0.98362917
851,0.9855672
852,0.9959383
853,0.9899594
854,0.9918528
855,0.9803303
856,0.997389
857,0.989403
858,0.9876066
859,0.9902294
860,0.997445
861,0.9889733
862,0.99409324
863,0.9965892
864,0.9983047
865,0.9866174
866,0.992691
867,0.9950428
868,0.9922955
869,0.97652197
870,0.9808445
871,0.9675322
872,0.9841589
873,0.9938694
874,0.96806866
875,0.99728775
876,0.9884016
877,0.9140918
878,0.97214895
879,0.99197537
880,0.9835898
881,0.9950488
882,0.99290645
883,0.99778986
884,0.9934402
885,0.99212766
886,0.99400467
887,0.9866623
888,0.9965552
889,0.98007786
890,0.9923659
891,0.9948107
892,0.99419326
893,0.982333
894,0.9951763
895,0.9815015
896,0.99731547
897,0.99810237
898,0.99779797
899,0.9937988
900,0.99538535
901,0.9930246
902,0.993893
903,0.98633945
904,0.99320155
905,0.96396905
906,0.98053014
907,0.98929065
908,0.985794
909,0.98317367
910,0.9650727
911,0.9450578
912,0.99428225
913,0.95747644
914,0.9693382
915,0.97412884
916,0.96611404
917,0.98840266
918,0.9686177
919,0.96867687
920,0.9828043
921,0.9276478
922,0.9616183
923,0.9858175
924,0.9743491
925,0.9755398
926,0.95697725
927,0.88338274
928,0.9473513
929,0.9324001
930,0.94924456
931,0.97040707
932,0.91829157
933,0.98489594
934,0.9554519
935,0.9679335
936,0.9360749
937,0.94055974
938,0.9420825
939,0.91900027
940,0.9678591
941,0.9348899
942,0.9696176
943,0.97147346
944,0.98286164
945,0.92850685
946,0.9903464
947,0.9736443
948,0.97802395
949,0.974
950,0.8619329
951,0.98168164
952,0.97608733
953,0.98395544
954,0.9859708
955,0.92645776
956,0.9786081
957,0.9566966
958,0.99573696
959,0.98632276
960,0.96754575
961,0.99066913
962,0.9551149
963,0.94865245
964,0.9900277
965,0.95818204
966,0.93929195
967,0.9617962
968,0.9891466
969,0.9868996
970,0.9853219
971,0.9633213
972,0.956128
973,0.957941
974,0.99036866
975,0.9845353
976,0.9867018
977,0.98061347
978,0.9863949
979,0.95370436
980,0.9828336
981,0.99254405
982,0.9955245
983,0.9509755
984,0.9617347
985,0.98146
986,0.9794836
987,0.97018594
988,0.9580448
989,0.98025894
990,0.96579117
991,0.97565687
992,0.95895755
993,0.97124094
994,0.92744786
995,0.99189043
996,0.97284645
997,0.9781009
998,0.9787128
999,0.98818994
1000,0.983967
1001,0.94101304
1002,0.9778617
1003,0.9753548
1004,0.9358064
1005,0.9794278
1006,0.9673648
1007,0.97704816
1008,0.9413861
1009,0.98166084
1010,0.98216045
1011,0.98881555
1012,0.9910821
1013,0.9617826
1014,0.9945708
1015,0.98155767
1016,0.98774534
1017,0.9734442
1018,0.99391407
1019,0.9938636
1020,0.992935
1021,0.9811251
1022,0.993471
1023,0.9912907
1024,0.98132175
1025,0.96653885
1026,0.9832602
1027,0.9661835
1028,0.9944613
1029,0.99145705
1030,0.98906296
1031,0.9414735
1032,0.97677046
1033,0.97197545
1034,0.9220594
1035,0.98779815
1036,0.97284716
1037,0.9878131
1038,0.9794814
1039,0.98458314
1040,0.9652281
1041,0.9802664
1042,0.9882349
1043,0.99314886
1044,0.98878294
1045,0.94807047
1046,0.9687837
1047,0.982173
1048,0.96268785
1049,0.9867476
1050,0.9886564
1051,0.9921543
1052,0.9893497
1053,0.9874792
1054,0.9747141
1055,0.9892813
1056,0.99435365
1057,0.9966253
1058,0.9728584
1059,0.99064344
1060,0.98148155
1061,0.9933122
1062,0.9894757
1063,0.9761362
1064,0.9943591
1065,0.98172957
1066,0.9725709
1067,0.9859103
1068,0.9964121
1069,0.94502693
1070,0.98622316
1071,0.9710848
1072,0.98873574
1073,0.92990994
1074,0.99689156
1075,0.97952807
1076,0.974648
1077,0.9828278
1078,0.9709141
1079,0.98682344
1080,0.9928295
1081,0.9891061
1082,0.9667496
1083,0.98828655
1084,0.97089964
1085,0.9955129
1086,0.9559406
1087,0.9734631
1088,0.97393394
1089,0.9881846
1090,0.98158133
1091,0.9820809
1092,0.98228306
1093,0.98729044
1094,0.99176604
1095,0.98749036
1096,0.99151635
1097,0.9643191
1098,0.93744224
1099,0.9939786
1100,0.98653793
1101,0.9696857
1102,0.9922954
1103,0.9774964
1104,0.95635897
1105,0.9855317
1106,0.96814114
1107,0.98750824
1108,0.9104834
1109,0.9913065
1110,0.9796116
1111,0.97540534
1112,0.9854917
1113,0.9866166
1114,0.98908055
1115,0.9579487
1116,0.97843564
1117,0.99712807
1118,0.9874857
1119,0.98721004
1120,0.99428093
1121,0.98653007
1122,0.9261705
1123,0.98571163
1124,0.9901423
1125,0.99212486
1126,0.99162006
1127,0.96147907
1128,0.96808887
1129,0.9816757
1130,0.99013793
1131,0.9886508
1132,0.99137294
1133,0.9903632
1134,0.9933321
1135,0.9900413
1136,0.96352834
1137,0.9824592
1138,0.9929403
1139,0.9793453
1140,0.99338716
1141,0.9856634
1142,0.99422246
1143,0.98003596
1144,0.99478036
1145,0.9971208
1146,0.9761509
1147,0.95326453
1148,0.9523279
1149,0.98203194
1150,0.9825782
1151,0.99310815
1152,0.99280626
1153,0.90562445
1154,0.99668556
1155,0.9562318
1156,0.9795274
1157,0.9846177
1158,0.9845665
1159,0.9827252
1160,0.9965133
1161,0.9796649
1162,0.9670114
1163,0.96800214
1164,0.9799799
1165,0.925745
1166,0.9468554
1167,0.9617764
1168,0.90855336
1169,0.95449144
1170,0.98209125
1171,0.9400946
1172,0.9772564
1173,0.9744108
1174,0.8956571
1175,0.9730837
1176,0.96771795
1177,0.9929612
1178,0.986801
1179,0.92831564
1180,0.9924716
1181,0.9735444
1182,0.9736867
1183,0.9694799
1184,0.9830807
1185,0.9821426
1186,0.9857249
1187,0.99506444
1188,0.97807795
1189,0.9282208
1190,0.99104804
1191,0.9844528
1192,0.97640413
1193,0.977738
1194,0.9911068
1195,0.98557615
1196,0.94497603
1197,0.99691594
1198,0.9730049
1199,0.91403526
1200,0.988364
1201,0.97435445
1202,0.96445644
1203,0.97159314
1204,0.96857643
1205,0.9938113
1206,0.964222
1207,0.96700233
1208,0.99623376
1209,0.9835014
1210,0.9140427
1211,0.947836
1212,0.9888707
1213,0.9067262
1214,0.9916505
1215,0.9672037
1216,0.9917441
1217,0.99065346
1218,0.9933153
1219,0.99253744
1220,0.99464166
1221,0.982847
1222,0.9853286
1223,0.9855995
1224,0.98932296
1225,0.98722327
1226,0.96715117
1227,0.9759124
1228,0.9954255
1229,0.9904642
1230,0.98268676
1231,0.9932742
1232,0.9912914
1233,0.9524651
1234,0.9925039
1235,0.99515545
1236,0.9759163
1237,0.9558747
1238,0.9850761
1239,0.9840899
1240,0.99245244
1241,0.98417884
1242,0.980457
1243,0.9899548
1244,0.9946392
1245,0.9919858
1246,0.98587567
1247,0.97605366
1248,0.9869262
1249,0.9962309
1250,0.9916795
1251,0.9932575
1252,0.98886186
1253,0.98483825
1254,0.9975495
1255,0.98044616
1256,0.93249184
1257,0.9814027
1258,0.9363497
1259,0.95101756
1260,0.94471276
1261,0.97814184
1262,0.8992988
1263,0.9841038
1264,0.87540364
1265,0.8618075
1266,0.9074031
1267,0.9915434
1268,0.9915691
1269,0.991184
1270,0.9875459
1271,0.93990606
1272,0.9622672
1273,0.9925391
1274,0.9889613
1275,0.99042666
1276,0.99329007
1277,0.9787472
1278,0.9817945
1279,0.9902418
1280,0.9944706
1281,0.99743927
1282,0.9861042
1283,0.9884431
1284,0.9948173
1285,0.9942054
1286,0.9830724
1287,0.9970196
1288,0.9928994
1289,0.9811452
1290,0.9962825
1291,0.97907674
1292,0.9965323
1293,0.99504447
1294,0.94644564
1295,0.99491066
1296,0.98639965
1297,0.99438864
1298,0.99310654
1299,0.98993915
1300,0.9939129
1301,0.9039157
1302,0.98684466
1303,0.9958805
1304,0.9759281
1305,0.98923874
1306,0.98942053
1307,0.9885562
1308,0.9905723
1309,0.99528235
1310,0.990247
1311,0.96471
1312,0.9803155
1313,0.99125063
1314,0.9679542
1315,0.99685526
1316,0.9737646
1317,0.95050526
1318,0.9801901
1319,0.9843493
1320,0.98582304
1321,0.98310155
1322,0.99201113
1323,0.99229443
1324,0.9357027
1325,0.863496
1326,0.96185106
1327,0.9955787
1328,0.9840971
1329,0.9787032
1330,0.9179927
1331,0.98801583
1332,0.97656417
1333,0.9833741
1334,0.9452966
1335,0.945822
1336,0.9968246
1337,0.99233186
1338,0.9906206
1339,0.9040711
1340,0.96260226
1341,0.9858084
1342,0.95329535
1343,0.9848711
1344,0.9944014
1345,0.94111776
1346,0.9443085
1347,0.8926345
1348,0.9757993
1349,0.9680457
1350,0.9937127
1351,0.99008733
1352,0.99124724
1353,0.9941719
1354,0.98768324
1355,0.9959254
1356,0.9792499
1357,0.9775475
1358,0.95392287
1359,0.9950782
1360,0.98412204
1361,0.9933863
1362,0.99205524
1363,0.98866606
1364,0.9882876
1365,0.96976095
1366,0.98911846
1367,0.9774768
1368,0.983055
1369,0.9905992
1370,0.99568474
1371,0.93722016
1372,0.96064425
1373,0.988896
1374,0.9628889
1375,0.9913447
1376,0.99186593
1377,0.9936533
1378,0.98544705
1379,0.9921008
1380,0.98865426
1381,0.9949013
1382,0.9824087
1383,0.9917116
1384,0.9944883
1385,0.9598143
1386,0.97992665
1387,0.9951885
1388,0.99070156
1389,0.9965288
1390,0.9946103
1391,0.9920697
1392,0.99165946
1393,0.9737505
1394,0.98967135
1395,0.98165834
1396,0.9950799
1397,0.97358704
1398,0.9824348
1399,0.98759836
1400,0.96795404
1401,0.994201
1402,0.9967726
1403,0.9813812
1404,0.9956216
1405,0.99198383
1406,0.99483067
1407,0.9778277
1408,0.9900074
1409,0.97309124
1410,0.9961808
1411,0.97631806
1412,0.98718166
1413,0.94167334
1414,0.99263144
1415,0.99282235
1416,0.98370844
1417,0.99729997
1418,0.99024475
1419,0.97151774
1420,0.99582505
1421,0.99198335
1422,0.97736084
1423,0.99272513
1424,0.99527574
1425,0.9920459
1426,0.9920116
1427,0.99570036
1428,0.9920548
1429,0.99536884
1430,0.99034965
1431,0.99425274
1432,0.99032205
1433,0.9802479
1434,0.9943856
1435,0.99140584
1436,0.98005223
1437,0.9963898
1438,0.9874586
1439,0.99243164
1440,0.9911913
1441,0.9757734
1442,0.99299353
1443,0.98239845
1444,0.99247664
1445,0.99901175
1446,0.98674667
1447,0.9819297
1448,0.98885465
1449,0.9898712
1450,0.9940924
1451,0.97977257
1452,0.993295
1453,0.9807177
1454,0.97885567
1455,0.9610864
1456,0.97638184
1457,0.9670953
1458,0.9772045
1459,0.9884426
1460,0.9829312
1461,0.9938212
1462,0.9799918
1463,0.8512008
1464,0.95642
1465,0.9074423
1466,0.9366124
1467,0.91053444
1468,0.9563607
1469,0.8533829
1470,0.9216537
1471,0.92841566
1472,0.87321174
1473,0.9484205
1474,0.92473423
1475,0.9084728
1476,0.96147436
1477,0.8950386
1478,0.88111484
1479,0.9207504
1480,0.9053923
1481,0.932034
1482,0.9308495
1483,0.85274345
1484,0.9347551
1485,0.91017216
1486,0.90859056
1487,0.9302682
1488,0.93067867
1489,0.9370615
1490,0.8611325
1491,0.87088233
1492,0.9161922
1493,0.9501911
1494,0.8768267
1495,0.90726036
1496,0.9510104
1497,0.8938517
1498,0.86644334
1499,0.91943836
1500,0.88643676
1501,0.8595027
1502,0.91487515
1503,0.8792012
1504,0.89043164
1505,0.9291651
1506,0.96354795
1507,0.89445007
1508,0.9299676
1509,0.8988767
1510,0.9365843
1511,0.8923123
1512,0.89415824
1513,0.88221633
1514,0.9785679
1515,0.896193
1516,0.9970108
1517,0.939295
1518,0.99832374
1519,0.9949738
1520,0.98987573
1521,0.96781546
1522,0.9796734
1523,0.9937822
1524,0.99596065
1525,0.99046373
1526,0.9974892
1527,0.9958615
1528,0.99717194
1529,0.99424654
1530,0.98813176
1531,0.9872105
1532,0.99733573
1533,0.9906481
1534,0.9925997
1535,0.9876797
1536,0.99720687
1537,0.98664373
1538,0.9725238
1539,0.9922275
1540,0.9840906
1541,0.9931664
1542,0.97909385
1543,0.9704499
1544,0.99326175
1545,0.9884356
1546,0.9907432
1547,0.98627275
1548,0.9784137
1549,0.99597555
1550,0.9879126
1551,0.9715683
1552,0.99388534
1553,0.99128485
1554,0.99472696
1555,0.99106544
1556,0.9799621
1557,0.9739739
1558,0.96302915
1559,0.97982943
1560,0.9682207
1561,0.9158364
1562,0.9906674
1563,0.98727626
1564,0.9938736
1565,0.9602563
1566,0.98943114
1567,0.98049796
1568,0.99071574
1569,0.9658057
1570,0.8534542
1571,0.9893573
1572,0.98064363
1573,0.984615
1574,0.99479395
1575,0.974772
1576,0.99377066
1577,0.99029166
1578,0.9952388
1579,0.98164934
1580,0.99012834
1581,0.99334985
1582,0.99088013
1583,0.9814446
1584,0.9679827
1585,0.99048084
1586,0.9850738
1587,0.9896365
1588,0.9937045
1589,0.9925746
1590,0.97384036
1591,0.9898595
1592,0.98792446
1593,0.9970823
1594,0.99666435
1595,0.9809131
1596,0.98815733
1597,0.9943709
1598,0.98548144
1599,0.9897855
1600,0.96600723
1601,0.95818555
1602,0.9849187
1603,0.9941982
1604,0.9950429
1605,0.93155015
1606,0.9841733
1607,0.94175583
1608,0.9762062
1609,0.98816174
1610,0.9353095
1611,0.990368
1612,0.96931463
1613,0.96424264
1614,0.9821014
1615,0.99655175
1616,0.98659074
1617,0.94749147
1618,0.9928457
1619,0.99093306
1620,0.93563014
1621,0.9665868
1622,0.9904455
1623,0.9704667
1624,0.9719814
1625,0.994547
1626,0.987217
1627,0.9868255
1628,0.9926016
1629,0.98195547
1630,0.99316335
1631,0.98512274
1632,0.9865096
1633,0.996983
1634,0.99281424
1635,0.9902137
1636,0.97896385
1637,0.99282855
1638,0.9931605
1639,0.9910342
1640,0.98439884
1641,0.97778404
1642,0.99005276
1643,0.9812282
1644,0.990941
1645,0.9857226
1646,0.9911646
1647,0.9951858
1648,0.9817622
1649,0.98207897
1650,0.98317164
1651,0.9943066
1652,0.99250305
1653,0.9946792
1654,0.98995626
1655,0.98870903
1656,0.99168664
1657,0.9922012
1658,0.9699901
1659,0.9905749
1660,0.9960848
1661,0.98547506
1662,0.9972851
1663,0.99208164
1664,0.9856111
1665,0.9878021
1666,0.97648185
1667,0.9596799
1668,0.9869735
1669,0.9875801
1670,0.95405304
1671,0.8662189
1672,0.9086676
1673,0.9560724
